project,file,line,rule,verdict,reason,provenance,confidence
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,793,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,808,DCL13-C,FP,GC parameters modified through pointed-to structures; const inappropriate,precision_audit,high
lua,lgc.c,810,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,811,DCL02-C,FP,"h/n are conventional GC loop identifiers, visually distinct in context",precision_audit,high
lua,lgc.c,837,DCL31-C,FP,"assert_code macro; only active in debug builds, not real decl",precision_audit,high
lua,lgc.c,875,EXP43-C,FP,User allocator function pointer; no restrict qualification issue,precision_audit,high
lua,lgc.c,893,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,904,INT13-C,FP,cast_byte() clamps result; GC bit values always fit in unsigned byte,precision_audit,high
lua,lgc.c,908,MEM30-C,FP,"p is GCObject** pointing into live list, not a freed pointer",precision_audit,high
lua,lgc.c,920,DCL30-C,FP,"Returns heap pointer or pointer-into-list, not stack-local address",precision_audit,high
lua,lgc.c,935,DCL13-C,FP,GC parameters modified through pointed-to structures; const inappropriate,precision_audit,high
lua,lgc.c,937,FLP03-C,FP,Integer division on strt.size; no floating-point operation here,precision_audit,high
lua,lgc.c,938,FLP03-C,FP,Integer division on strt.size; no floating-point operation here,precision_audit,high
lua,lgc.c,958,DCL30-C,FP,"Returns heap pointer or pointer-into-list, not stack-local address",precision_audit,high
lua,lgc.c,969,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,1000,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,1009,DCL13-C,FP,GC parameters modified through pointed-to structures; const inappropriate,precision_audit,high
lua,lgc.c,1025,EXP40-C,FP,No actual const violation; pointer-to-pointer list manipulation,precision_audit,high
lua,lgc.c,1026,EXP40-C,FP,No actual const violation; pointer-to-pointer list manipulation,precision_audit,high
lua,lgc.c,1030,EXP34-C,FP,Pointers proven non-NULL by loop conditions or GC invariants,precision_audit,high
lua,lgc.c,1035,EXP34-C,FP,Pointers proven non-NULL by loop conditions or GC invariants,precision_audit,high
lua,lgc.c,1036,DCL30-C,FP,"Returns heap pointer or pointer-into-list, not stack-local address",precision_audit,high
lua,lgc.c,1046,DCL13-C,FP,GC parameters modified through pointed-to structures; const inappropriate,precision_audit,high
lua,lgc.c,1069,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,1138,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,1142,EXP34-C,FP,Pointers proven non-NULL by loop conditions or GC invariants,precision_audit,high
lua,lgc.c,1173,DCL13-C,FP,GC parameters modified through pointed-to structures; const inappropriate,precision_audit,high
lua,lgc.c,1175,ARR02-C,FP,nextage[] size matches age enum exactly; explicit bound advisory only,precision_audit,high
lua,lgc.c,1190,EXP34-C,FP,Pointers proven non-NULL by loop conditions or GC invariants,precision_audit,high
lua,lgc.c,1197,INT13-C,FP,cast_byte() clamps result; GC bit values always fit in unsigned byte,precision_audit,high
lua,lgc.c,1205,DCL30-C,FP,"Returns heap pointer or pointer-into-list, not stack-local address",precision_audit,high
lua,lgc.c,1229,EXP34-C,FP,Pointers proven non-NULL by loop conditions or GC invariants,precision_audit,high
lua,lgc.c,1239,EXP34-C,FP,Pointers proven non-NULL by loop conditions or GC invariants,precision_audit,high
lua,lgc.c,1250,MEM33-C,FP,"Pointer assignment, not struct copy; no flexible array member issue",precision_audit,high
lua,lgc.c,1250,EXP34-C,FP,Pointers proven non-NULL by loop conditions or GC invariants,precision_audit,high
lua,lgc.c,1251,MSC07-C,FP,"goto-label idiom; remain: label follows, not unreachable code",precision_audit,high
lua,lgc.c,1261,EXP40-C,FP,No actual const violation; pointer-to-pointer list manipulation,precision_audit,high
lua,lgc.c,1262,EXP34-C,FP,Pointers proven non-NULL by loop conditions or GC invariants,precision_audit,high
lua,lgc.c,1276,DCL13-C,FP,GC parameters modified through pointed-to structures; const inappropriate,precision_audit,high
lua,lgc.c,1276,DCL13-C,FP,GC parameters modified through pointed-to structures; const inappropriate,precision_audit,high
lua,lgc.c,1292,MSC04-C,FP,GC re-entrancy guarded by gcstopem flag and longjmp boundaries,precision_audit,high
lua,lgc.c,1356,EXP34-C,FP,Pointers proven non-NULL by loop conditions or GC invariants,precision_audit,high
lua,lgc.c,1389,MSC04-C,FP,GC re-entrancy guarded by gcstopem flag and longjmp boundaries,precision_audit,high
lua,lgc.c,1428,MSC04-C,FP,GC re-entrancy guarded by gcstopem flag and longjmp boundaries,precision_audit,high
lua,lgc.c,1440,API00-C,FP,Internal GC functions; L is never NULL by Lua invariant,precision_audit,high
lua,lgc.c,1441,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,1458,MSC04-C,FP,GC re-entrancy guarded by gcstopem flag and longjmp boundaries,precision_audit,high
lua,lgc.c,1471,MSC04-C,FP,GC re-entrancy guarded by gcstopem flag and longjmp boundaries,precision_audit,high
lua,lgc.c,1505,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,1516,DCL13-C,FP,GC parameters modified through pointed-to structures; const inappropriate,precision_audit,high
lua,lgc.c,1530,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,1544,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,1589,DCL13-C,FP,GC parameters modified through pointed-to structures; const inappropriate,precision_audit,high
lua,lgc.c,1612,PRE02-C,FP,Negative integer sentinels; no operator-precedence hazard,precision_audit,high
lua,lgc.c,1613,PRE02-C,FP,Negative integer sentinels; no operator-precedence hazard,precision_audit,high
lua,lgc.c,1614,PRE02-C,FP,Negative integer sentinels; no operator-precedence hazard,precision_audit,high
lua,lgc.c,1617,MSC04-C,FP,GC re-entrancy guarded by gcstopem flag and longjmp boundaries,precision_audit,high
lua,lgc.c,1618,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,1694,API00-C,FP,Internal GC functions; L is never NULL by Lua invariant,precision_audit,high
lua,lgc.c,1694,MSC04-C,FP,GC re-entrancy guarded by gcstopem flag and longjmp boundaries,precision_audit,high
lua,lgc.c,1695,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,1712,INT33-C,FP,sizeof(void*) is always nonzero; no division-by-zero possible,precision_audit,high
lua,lgc.c,1740,API00-C,FP,Internal GC functions; L is never NULL by Lua invariant,precision_audit,high
lua,lgc.c,1741,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lgc.c,1770,MSC04-C,FP,GC re-entrancy guarded by gcstopem flag and longjmp boundaries,precision_audit,high
lua,lgc.c,1786,API00-C,FP,Internal GC functions; L is never NULL by Lua invariant,precision_audit,high
lua,lgc.c,1786,MSC04-C,FP,GC re-entrancy guarded by gcstopem flag and longjmp boundaries,precision_audit,high
lua,lgc.c,1787,DCL00-C,FP,g=G(L) is standard Lua pattern; advisory const not required,precision_audit,high
lua,lapi.h,25,PRE00-C,FP,"L is a lua_State* pointer, never a side-effecting expression at call sites",precision_audit,high
lua,lapi.h,25,PRE01-C,FP,L used as struct member access base; no operator precedence hazard in practice,precision_audit,high
lua,lapi.h,25,PRE12-C,FP,"L is always a simple variable, never a side-effecting arg at call sites",precision_audit,high
lua,lapi.h,45,PRE00-C,FP,L and nres are simple variables at all call sites; no multiple-eval hazard,precision_audit,high
lua,lapi.h,45,PRE01-C,FP,L used in struct member access; precedence issue not reachable in practice,precision_audit,high
lua,lapi.h,45,PRE02-C,FP,adjustresults is a statement macro used as a statement; outer parens not required,precision_audit,high
lua,lapi.h,45,PRE10-C,FP,"adjustresults used only as a standalone statement, never inside single-branch if without braces in Lua code",precision_audit,high
lua,lapi.h,45,PRE12-C,FP,L is always a simple variable; no real multiple-eval risk,precision_audit,high
lua,lapi.h,51,PRE00-C,FP,L and n are simple vars at all call sites; no multiple-eval hazard,precision_audit,high
lua,lapi.h,51,PRE01-C,FP,L used as base for struct member access; no precedence problem,precision_audit,high
lua,lapi.h,51,PRE02-C,FP,api_checknelems expansion is a single expression; outer parens not required,precision_audit,high
lua,lapi.h,51,PRE12-C,FP,L is always a simple variable at call sites,precision_audit,high
lua,lapi.h,60,PRE00-C,FP,L and n are simple variables; no multiple-eval hazard in practice,precision_audit,high
lua,lapi.h,60,PRE01-C,FP,L used as struct member access base; no precedence hazard,precision_audit,high
lua,lapi.h,60,PRE02-C,FP,api_checkpop is a single-expression macro; wrapping not required,precision_audit,high
lua,lapi.h,60,PRE12-C,FP,L is always a simple variable at call sites,precision_audit,high
lua,lcode.h,60,PRE00-C,FP,luaK_jumpto: fs is always a simple FuncState* variable at call sites,precision_audit,high
lua,lcode.h,60,PRE12-C,FP,fs is always a simple variable; no actual multiple-eval risk,precision_audit,high
lua,lcode.h,102,EXP37-C,FP,luaK_semerror is a proper variadic declaration with ...; no wrong type passed,precision_audit,high
lua,lctype.c,28,MEM05-C,FP,"luai_ctype_ is a fixed-size static array [UCHAR_MAX+2], not a VLA",precision_audit,high
lua,lctype.h,58,PRE02-C,FP,lislalnum expands to testprop(...) which is already a single expression; outer parens not needed,precision_audit,high
lua,lctype.h,71,PRE00-C,FP,ltolower(c): c is always a simple char/int variable at call sites,precision_audit,high
lua,lctype.h,71,PRE02-C,FP,ltolower expands to a single expression result; outer parens not required,precision_audit,high
lua,lctype.h,71,PRE12-C,FP,c is always a simple variable at call sites; no side-effecting arg found,precision_audit,high
lua,lctype.h,77,DCL31-C,FP,LUAI_DDEC macro wraps a complete declaration; explicit type present inside,precision_audit,high
lua,lctype.h,77,ENV01-C,FP,"This is an array declaration, not an environment variable buffer",precision_audit,high
lua,lctype.h,77,MEM05-C,FP,"LUAI_DDEC of luai_ctype_[UCHAR_MAX+2] is a fixed-size declaration, not a VLA",precision_audit,high
