rule,file,line,verdict,confidence,reason
EXP33-C,lib/telnet.c,1006,FP,high,err assigned from SOCKERRNO inside same if-block before use
EXP33-C,lib/telnet.c,1034,FP,high,v assigned in for-init; loop guard ensures defined
EXP34-C,lib/telnet.c,1034,FP,high,for(v=...;v;...) guard ensures v non-NULL before deref
ERR02-C,lib/telnet.c,1042,FP,high,"curl_msnprintf return value is used (len += ...), not ignored"
ARR00-C,lib/telnet.c,1042,FP,high,temp filled by msnprintf before any read; bounded by size check
ARR30-C,lib/telnet.c,1042,FP,high,len bounded by len+tmplen<sizeof(temp)-6 guard at line 1039
STR34-C,lib/telnet.c,1045,FP,high,"vlen is pointer subtraction (s - v->data), not char conversion"
ERR02-C,lib/telnet.c,1046,FP,high,"curl_msnprintf return value is used (len += ...), not ignored"
ARR00-C,lib/telnet.c,1046,FP,high,temp filled by msnprintf before any read; bounded by size check
ARR30-C,lib/telnet.c,1046,FP,high,len bounded by len+tmplen<sizeof(temp)-6 guard at line 1039
ARR30-C,lib/telnet.c,1052,FP,high,len bounded by prior size-check guard; within temp[2048]
API05-C,lib/telnet.c,1068,FP,high,Curl never uses C99 array-param syntax; convention FP
PRE02-C,lib/telnet.c,1078,FP,med,Local helper macro used as full statement; advisory only
PRE10-C,lib/telnet.c,1078,FP,med,Macro must return from enclosing fn; cannot be do-while wrapped
EXP33-C,lib/telnet.c,1208,FP,high,result assigned at line 1207 immediately before the if(result) test
MEM05-C,lib/telnet.c,1250,FP,high,"buffer[4*1024] is a constant-size array, not a VLA"
EXP33-C,lib/telnet.c,1407,FP,high,buffer filled by Curl_xfer_recv before telrcv reads it
DCL15-C,lib/telnet.c,1597,FP,high,"Curl_scheme_telnet is extern, referenced in scheme table; must not be static"
DCL19-C,lib/telnet.c,1597,FP,high,Exported scheme object; cannot have file-only scope
ARR02-C,lib/vtls/x509asn1.c,97,FP,high,Array initialized with explicit terminator; implicit size idiomatic
API05-C,lib/vtls/x509asn1.c,170,FP,high,Curl never uses C99 array-param syntax; advisory
API05-C,lib/vtls/x509asn1.c,170,FP,high,Curl never uses C99 array-param syntax; advisory
ARR36-C,lib/vtls/x509asn1.c,181,FP,high,beg/end delimit same single ASN.1 buffer; not distinct arrays
ARR36-C,lib/vtls/x509asn1.c,182,FP,high,beg/end delimit same single ASN.1 buffer; not distinct arrays
INT14-C,lib/vtls/x509asn1.c,182,FP,high,Readability advisory on pointer arithmetic; idiomatic
INT08-C,lib/vtls/x509asn1.c,190,FP,high,b masked into small fixed range; no overflow risk
ARR36-C,lib/vtls/x509asn1.c,197,FP,high,beg/end same buffer
EXP45-C,lib/vtls/x509asn1.c,202,FP,med,Intentional assign-and-test idiom (b&=0x7F); clear in context
ARR36-C,lib/vtls/x509asn1.c,208,FP,high,beg/end same buffer
ARR36-C,lib/vtls/x509asn1.c,213,FP,high,beg/end same buffer
ARR36-C,lib/vtls/x509asn1.c,218,FP,high,beg/end same buffer
INT14-C,lib/vtls/x509asn1.c,224,FP,high,Readability advisory; idiomatic length decode
ARR36-C,lib/vtls/x509asn1.c,229,FP,high,beg/end same buffer
EXP20-C,lib/vtls/x509asn1.c,252,FP,high,!strcmp OID-match idiom; idiomatic
DCL30-C,lib/vtls/x509asn1.c,253,FP,high,"Returns OIDtable entry (static storage), not local; op is pointer"
EXP33-C,lib/vtls/x509asn1.c,263,FP,high,"getASN1Element is a function, not uninitialized variable; misparse"
ARR36-C,lib/vtls/x509asn1.c,278,FP,high,beg/end same buffer
ARR36-C,lib/vtls/x509asn1.c,293,FP,high,beg/end same buffer
ARR36-C,lib/vtls/x509asn1.c,316,FP,high,beg/end same buffer
INT14-C,lib/vtls/x509asn1.c,316,FP,high,Readability advisory; idiomatic
STR34-C,lib/vtls/x509asn1.c,316,FP,high,"Reads via (unsigned char*); already unsigned, no sign extension"
STR34-C,lib/vtls/x509asn1.c,316,FP,high,Reads via (unsigned char*) cast; no sign extension
ARR36-C,lib/vtls/x509asn1.c,330,FP,high,beg/end same buffer
ARR36-C,lib/vtls/x509asn1.c,345,FP,high,from/end same buffer
INT14-C,lib/vtls/x509asn1.c,345,FP,high,Readability advisory; idiomatic
STR34-C,lib/vtls/x509asn1.c,345,FP,high,Reads via (unsigned char*) cast
STR34-C,lib/vtls/x509asn1.c,345,FP,high,Reads via (unsigned char*) cast
ARR36-C,lib/vtls/x509asn1.c,377,FP,high,from/end same buffer
FIO50-C,lib/vtls/x509asn1.c,401,FP,high,"'wc' is a local int, not a FILE*; misparse"
FIO50-C,lib/vtls/x509asn1.c,401,FP,high,"'wc' is a local int, not a FILE*; misparse"
INT14-C,lib/vtls/x509asn1.c,433,FP,high,y/40 readability advisory; idiomatic OID decode
INT14-C,lib/vtls/x509asn1.c,434,FP,high,x readability advisory; idiomatic
ARR36-C,lib/vtls/x509asn1.c,441,FP,high,beg/end same buffer
ARR36-C,lib/vtls/x509asn1.c,464,FP,high,beg/end same buffer
ARR00-C,lib/vtls/x509asn1.c,508,FP,high,fracp[-2] is pointer-relative within buffer (fracp>=beg+14); valid
ARR00-C,lib/vtls/x509asn1.c,511,FP,high,fracp[-1] pointer-relative; valid given switch guard
ARR36-C,lib/vtls/x509asn1.c,524,FP,high,"tzp/end same buffer; ""GMT"" attribution is misparse"
ARR36-C,lib/vtls/x509asn1.c,537,FP,high,tzp/end same buffer; misparse
ARR36-C,lib/vtls/x509asn1.c,548,FP,high,tzp in-buffer here (+/- branch); end-tzp same buffer
ARR36-C,lib/vtls/x509asn1.c,552,FP,high,tzp in-buffer here; end-tzp same buffer
EXP43-C,lib/vtls/x509asn1.c,555,FP,high,curlx_dyn_addf not restrict; args don't overlap
API00-C,lib/vtls/x509asn1.c,565,FP,high,UNITTESTS wrapper forwarding to GTime2str which bounds-checks
API00-C,lib/vtls/x509asn1.c,565,FP,high,UNITTESTS wrapper; callee handles params
ARR36-C,lib/vtls/x509asn1.c,588,FP,high,tzp/sec both in same buffer; literal attribution misparse
EXP43-C,lib/vtls/x509asn1.c,609,FP,high,curlx_dyn_addf not restrict; no overlap
DCL13-C,lib/vtls/x509asn1.c,621,FP,med,elem written via ASN1tostr path; vtable-style helper
DCL13-C,lib/vtls/x509asn1.c,676,FP,med,dn fields read but signature matches helper convention
EXP33-C,lib/vtls/x509asn1.c,692,FP,high,getASN1Element is a function call; misparse
EXP33-C,lib/vtls/x509asn1.c,782,FP,high,getASN1Element function call; misparse
INT07-C,lib/vtls/x509asn1.c,805,FP,high,defaultVersion=0 const used only as ptr bounds; not numeric op
ARR36-C,lib/vtls/x509asn1.c,856,FP,high,tbsCertificate.beg/end same buffer
ARR36-C,lib/vtls/x509asn1.c,863,FP,high,same buffer
ARR36-C,lib/vtls/x509asn1.c,871,FP,high,same buffer
EXP33-C,lib/vtls/x509asn1.c,895,FP,high,getASN1Element function call; misparse
ARR36-C,lib/vtls/x509asn1.c,901,FP,high,beg/end same buffer
STR34-C,lib/vtls/x509asn1.c,918,FP,high,strlen of value; no signed-char conversion issue
DCL13-C,lib/vtls/x509asn1.c,968,FP,med,param is output element filled by getASN1Element; not const
MEM05-C,lib/vtls/x509asn1.c,986,FP,high,q[] is compile-time constant size (sizeof expr); not VLA
EXP33-C,lib/vtls/x509asn1.c,996,FP,high,getASN1Element function call; misparse
EXP43-C,lib/vtls/x509asn1.c,996,FP,high,getASN1Element no restrict; pk/pubkey distinct
MEM05-C,lib/vtls/x509asn1.c,1021,FP,high,r[] compile-time constant size; not VLA
EXP34-C,lib/vtls/x509asn1.c,1240,FP,high,certptr set by base64_encode on !result; error path goto done
PRE01-C,lib/vtls/mbedtls.c,108,FP,high,b used as b[0] array subscript; no precedence issue
STR34-C,lib/vtls/mbedtls.c,121,FP,high,strlen(line); no signed-char widening bug
API05-C,lib/vtls/mbedtls.c,130,FP,high,Curl never uses C99 array-param syntax
API05-C,lib/vtls/mbedtls.c,131,FP,high,Curl never uses C99 array-param syntax
API05-C,lib/vtls/mbedtls.c,150,FP,high,Curl never uses C99 array-param syntax
API05-C,lib/vtls/mbedtls.c,150,FP,high,Curl never uses C99 array-param syntax
API05-C,lib/vtls/mbedtls.c,254,FP,high,Curl never uses C99 array-param syntax
ARR36-C,lib/vtls/mbedtls.c,267,FP,high,str/end from same cipher-list string; walk_str invariant
STR34-C,lib/vtls/mbedtls.c,267,FP,high,cipher name chars; benign
STR34-C,lib/vtls/mbedtls.c,267,FP,high,cipher name chars; benign
STR34-C,lib/vtls/mbedtls.c,267,FP,high,cipher name chars; benign
STR34-C,lib/vtls/mbedtls.c,267,FP,high,cipher name chars; benign
DCL31-C,lib/vtls/mbedtls.c,297,FP,high,curlx_malloc declared in curlx header; misparse
INT30-C,lib/vtls/mbedtls.c,297,FP,med,"supported_len is mbedtls cipher count, tiny bounded; no wrap"
INT36-C,lib/vtls/mbedtls.c,334,FP,high,(int)(end-ptr) is ptrdiff for printf width; not ptr storage
INT36-C,lib/vtls/mbedtls.c,344,FP,high,(int)(end-ptr) printf width; not pointer storage
DCL31-C,lib/vtls/mbedtls.c,378,FP,high,curlx_free declared in header; misparse
STR34-C,lib/vtls/mbedtls.c,402,FP,high,"strcspn use; p is char* buffer scan, benign"
EXP34-C,lib/vtls/mbedtls.c,454,FP,high,conn_config from cf_get_primary_config returns non-NULL
EXP34-C,lib/vtls/mbedtls.c,479,FP,high,conn_config non-NULL in this backend path
EXP36-C,lib/vtls/mbedtls.c,486,FP,high,"cf->ctx cast chain; properly aligned struct, not char*"
EXP36-C,lib/vtls/mbedtls.c,578,FP,high,alignment misparse on cf->ctx cast
EXP34-C,lib/vtls/mbedtls.c,579,FP,high,ssl_config from cf_get_config non-NULL
EXP36-C,lib/vtls/mbedtls.c,657,FP,high,alignment misparse on cf->ctx cast
EXP34-C,lib/vtls/mbedtls.c,663,FP,high,ssl_config non-NULL
EXP34-C,lib/vtls/mbedtls.c,701,FP,high,else-branch implies key_blob non-NULL (guarded by if at 663)
MEM03-C,lib/vtls/mbedtls.c,702,FP,high,"passwd is borrowed ssl_config->key_passwd, not owned buffer"
EXP36-C,lib/vtls/mbedtls.c,744,FP,high,alignment misparse on cf->ctx cast
EXP34-C,lib/vtls/mbedtls.c,745,FP,high,ssl_config non-NULL
STR34-C,lib/vtls/mbedtls.c,753,FP,high,"ssl_crlfile is char*; used as filename, no char widening"
EXP36-C,lib/vtls/mbedtls.c,786,FP,high,alignment misparse on cf->ctx cast
DCL31-C,lib/vtls/mbedtls.c,838,FP,high,mbed_set_ssl_version_min_max defined above; declared
INT32-C,lib/vtls/mbedtls.c,852,FP,high,"ret is mbedtls negative errcode, never INT_MIN; display only"
INT32-C,lib/vtls/mbedtls.c,903,FP,high,-ret on mbedtls errcode; never INT_MIN
INT32-C,lib/vtls/mbedtls.c,908,FP,high,-ret on mbedtls errcode; never INT_MIN
EXP34-C,lib/vtls/mbedtls.c,978,FP,high,conn_config non-NULL
INT30-C,lib/vtls/mbedtls.c,1107,FP,high,size guarded >0 and <=PUB_DER_MAX_BYTES; no underflow
MEM30-C,lib/vtls/mbedtls.c,1110,FP,high,mbedtls_x509_crt_free(p) frees internals; curlx_free(p) frees once
MEM31-C,lib/vtls/mbedtls.c,1110,FP,high,crt_free frees fields not p; single free of p; no double-free
MEM12-C,lib/vtls/mbedtls.c,1113,FP,high,p and pubkey freed at lines 1109-1111 before return
MEM12-C,lib/vtls/mbedtls.c,1125,FP,high,"p,pubkey freed before this return"
MEM12-C,lib/vtls/mbedtls.c,1132,FP,high,"p,pubkey freed at pinnedpubkey_error before return"
EXP34-C,lib/vtls/mbedtls.c,1189,FP,high,sc_session set only when !result; Curl_ssl_session_create guards
API05-C,lib/vtls/mbedtls.c,1199,FP,high,Curl never uses C99 array-param syntax
DCL13-C,lib/vtls/mbedtls.c,1347,FP,high,cf/data are vtable callback signature; fixed by typedef
DCL13-C,lib/vtls/mbedtls.c,1347,FP,high,vtable callback signature; const cannot be added
MEM30-C,lib/vtls/mbedtls.c,1363,FP,high,"config freed here is distinct member; ciphersuites freed prior, no UAF"
MEM30-C,lib/vtls/mbedtls.c,1364,FP,high,ssl is distinct member; not the freed ciphersuites
API05-C,lib/vtls/mbedtls.c,1370,FP,high,Curl never uses C99 array-param syntax
MSC37-C,lib/vtls/mbedtls.c,1416,FP,high,both #ifdef arms return; all paths covered
API05-C,lib/vtls/mbedtls.c,1416,FP,high,Curl never uses C99 array-param syntax
DCL13-C,lib/vtls/mbedtls.c,1429,FP,high,data is vtable callback signature; fixed by typedef
API05-C,lib/vtls/mbedtls.c,1430,FP,high,Curl never uses C99 array-param syntax
DCL13-C,lib/vtls/mbedtls.c,1540,FP,high,cf vtable callback signature; fixed by typedef
MSC37-C,lib/vtls/mbedtls.c,1552,FP,high,both #ifdef arms return a value; covered
API05-C,lib/vtls/mbedtls.c,1552,FP,high,Curl never uses C99 array-param syntax
API05-C,lib/vtls/mbedtls.c,1554,FP,high,Curl never uses C99 array-param syntax
DCL13-C,lib/vtls/mbedtls.c,1572,FP,med,connssl deref'd to backend; helper not vtable but reads only
EXP00-C,lib/vtls/mbedtls.c,1585,FP,high,SSLSUPP flag OR with #ifdef interleave; precedence not ambiguous
DCL31-C,lib/vtls/mbedtls.c,243,FP,high,mbedtls_ssl_conf_min_tls_version declared in mbedtls/ssl.h; misparse
DCL31-C,lib/vtls/mbedtls.c,244,FP,high,mbedtls_ssl_conf_max_tls_version declared in mbedtls/ssl.h; misparse
API05-C,lib/altsvc.c,65,FP,high,Advisory C99 array-param style; curl never uses it. Categorical FP.
API05-C,lib/altsvc.c,67,FP,high,Advisory C99 array-param style; categorical FP.
ARR39-C,lib/altsvc.c,96,FP,high,"(char*)as + sizeof(struct) is byte offset, char* not scaled. No double scaling."
ARR39-C,lib/altsvc.c,100,FP,high,"char* pointer arithmetic; sizeof gives byte offset, correct flexible-tail layout."
DCL30-C,lib/altsvc.c,109,FP,high,"'as' is calloc'd heap memory, not automatic storage. Misread."
EXP30-C,lib/altsvc.c,123,FP,high,curlx_str/curlx_strlen are pure accessors; no unsequenced side effects.
EXP15-C,lib/altsvc.c,145,FP,high,"Intentional parse-chain idiom; empty if body, work done in else branch."
ENV01-C,lib/altsvc.c,166,FP,high,"dbuf is fixed-size from MAX_ALTSVC_DATELEN, not from getenv. Bound enforced by parser."
MEM05-C,lib/altsvc.c,166,FP,high,"dbuf is compile-time fixed-size array, not a VLA."
EXP30-C,lib/altsvc.c,171,FP,high,memcpy args are pure accessors; no unsequenced side effects.
MEM31-C,lib/altsvc.c,174,FP,high,"'as' appended to asi->list, owned and freed by Curl_altsvc_cleanup. Not leaked."
MEM31-C,lib/altsvc.c,186,FP,high,On null 'as' nothing allocated; on success appended to list. No leak.
MEM30-C,lib/altsvc.c,206,FP,high,"free(asi->filename) then strdup-reassign; classic free-then-realloc, not UAF."
FIO42-C,lib/altsvc.c,209,FP,high,fp closed via curlx_fclose(fp) at line 224 on all paths where opened.
FIO42-C,lib/altsvc.c,209,FP,high,fopen not open(); fp closed at 224. Duplicate misfire.
DCL13-C,lib/altsvc.c,233,FP,med,altsvc_out reads as->* only but matches no const convention; curl idiom non-const.
EXP20-C,lib/altsvc.c,246,FP,high,inet_pton documented to return exactly 1 on success; ==1 is correct.
EXP20-C,lib/altsvc.c,250,FP,high,inet_pton returns 1 on success; ==1 correct test.
EXP30-C,lib/altsvc.c,256,FP,high,printf-arg Curl_alpnid2str calls are pure; no unsequenced writes.
EXP33-C,lib/altsvc.c,270,FP,high,stamp filled by curlx_gmtime on success path before use; early-return on error.
API00-C,lib/altsvc.c,304,FP,high,Thin wrapper with DEBUGASSERT(asi); delegates to altsvc_load. Categorical FP.
API00-C,lib/altsvc.c,304,FP,high,file passed through to altsvc_load which strdup-copies; wrapper. FP.
API00-C,lib/altsvc.c,313,FP,high,DEBUGASSERT(data) present; thin ctrl. FP.
API00-C,lib/altsvc.c,352,FP,high,"data only used in Curl_fopen; DEBUGASSERT not needed, asi guarded. FP."
FIO42-C,lib/altsvc.c,371,FP,high,out closed via curlx_fclose(out) at line 385 on the success-open branch.
FIO42-C,lib/altsvc.c,371,FP,high,Curl_fopen not open(); out closed at 385. Duplicate misfire.
PRE32-C,lib/altsvc.c,375,FP,high,"Adjacent string-literal concatenation, no preprocessor directive in args."
PRE32-C,lib/altsvc.c,375,FP,high,"String literal contains '#' as text, not a preprocessor directive."
EXP34-C,lib/altsvc.c,377,FP,high,out non-NULL inside if(!result) guard after Curl_fopen succeeded.
STR34-C,lib/altsvc.c,401,FP,high,strlen(host) takes char*; no char-to-int sign-extension at this call.
STR34-C,lib/altsvc.c,402,FP,high,strlen(check); no signed-char widening here.
DCL13-C,lib/altsvc.c,434,FP,high,unused is a callback-signature param (void*) cast to void; const irrelevant.
ERR33-C,lib/altsvc.c,436,FP,adversarial-flip,[adv] getenv result used in if(timestr) guard immediately; technically checked. Borderline; debug-only.
CON34-C,lib/altsvc.c,436,FP,med,"getenv static-storage; single-threaded debug helper, value used immediately. FP."
ENV30-C,lib/altsvc.c,440,FP,high,"curlx_str_number advances a local pointer copy, does not modify env string contents."
API00-C,lib/altsvc.c,460,FP,high,DEBUGASSERT(asi) at 471; internal caller always passes valid asi. FP.
EXP33-C,lib/altsvc.c,540,FP,high,vp assigned curlx_str(&val) at 551 before any use at 552.
EXP30-C,lib/altsvc.c,578,FP,high,altsvc_createid args are pure accessors (strlen/curlx_str); no side effects.
ERR33-C,lib/altsvc.c,584,FP,med,"time(NULL) for cache expiry; (time_t)-1 harmless here, idiomatic uncheck."
EXP30-C,lib/altsvc.c,593,FP,high,infof printf-style; arg accessors pure. No unsequenced side effects.
API00-C,lib/altsvc.c,624,FP,high,DEBUGASSERT(asi/srchost/dstentry) present; internal entry point. FP.
API00-C,lib/altsvc.c,624,FP,high,srchost DEBUGASSERTed; FP.
API00-C,lib/altsvc.c,624,FP,high,dstentry DEBUGASSERTed; FP.
API00-C,lib/altsvc.c,624,FP,high,psame_destination written unconditionally at 638; internal caller. FP.
ERR33-C,lib/altsvc.c,633,FP,med,"time(NULL) for expiry comparison; idiomatic uncheck, -1 benign."
MEM30-C,lib/altsvc.c,648,FP,high,free at 645 only in expired branch followed by continue; match block on un-freed 'as'.
MEM30-C,lib/altsvc.c,648,FP,high,Free is in disjoint continue branch; no UAF on this 'as'.
MEM30-C,lib/altsvc.c,649,FP,high,hostcompare(as->src.host) reached only when not freed (expired branch continues).
MEM30-C,lib/altsvc.c,649,FP,high,Disjoint free branch; not UAF.
MEM30-C,lib/altsvc.c,649,FP,high,Disjoint free branch; not UAF.
MEM30-C,lib/altsvc.c,650,FP,high,as->src.port read on un-freed object; free path continues earlier.
MEM30-C,lib/altsvc.c,650,FP,high,Disjoint free branch; not UAF.
MEM30-C,lib/altsvc.c,651,FP,high,as->dst.alpnid read on un-freed object; not UAF.
MEM30-C,lib/altsvc.c,651,FP,high,Disjoint free branch; not UAF.
MEM30-C,lib/altsvc.c,654,FP,high,as->dst.port read on un-freed object; not UAF.
MEM30-C,lib/altsvc.c,654,FP,high,Disjoint free branch; not UAF.
MEM30-C,lib/altsvc.c,655,FP,high,hostcompare(as->dst.host) on un-freed object; not UAF.
MEM30-C,lib/altsvc.c,655,FP,high,Disjoint free branch; not UAF.
MEM30-C,lib/altsvc.c,655,FP,high,Disjoint free branch; not UAF.
API05-C,lib/curlx/strparse.c,32,FP,high,Advisory C99 array-param style; categorical FP.
API05-C,lib/curlx/strparse.c,40,FP,high,Advisory C99 array-param style; categorical FP.
STR34-C,lib/curlx/strparse.c,43,FP,high,"const char *s = *linep is pointer copy, no char widening at assignment."
ARR37-C,lib/curlx/strparse.c,49,FP,high,s walks a NUL-terminated string buffer; pointer increment is idiomatic and bounded by *s/max.
STR34-C,lib/curlx/strparse.c,56,FP,high,"out->str = *linep pointer assignment, not char widening."
STR34-C,lib/curlx/strparse.c,56,FP,high,"Pointer assignment, no sign extension. Duplicate."
DCL30-C,lib/curlx/strparse.c,58,FP,high,"*linep = s points into caller-owned buffer, not a local's address."
STR34-C,lib/curlx/strparse.c,58,FP,high,*linep = s pointer assignment; no char widening.
API05-C,lib/curlx/strparse.c,64,FP,high,Advisory array-param style; categorical FP.
API05-C,lib/curlx/strparse.c,71,FP,high,Advisory array-param style; categorical FP.
STR34-C,lib/curlx/strparse.c,74,FP,high,"Pointer copy assignment, no char widening."
ARR37-C,lib/curlx/strparse.c,80,FP,high,s walks NUL-terminated buffer; bounded by *s and max counter.
STR34-C,lib/curlx/strparse.c,86,FP,high,"Pointer assignment, no sign extension."
STR34-C,lib/curlx/strparse.c,86,FP,high,Pointer assignment. Duplicate.
DCL30-C,lib/curlx/strparse.c,88,FP,high,"*linep = s points into caller buffer, not local address."
STR34-C,lib/curlx/strparse.c,88,FP,high,"Pointer assignment, no char widening."
API05-C,lib/curlx/strparse.c,94,FP,high,Advisory array-param style; categorical FP.
STR34-C,lib/curlx/strparse.c,97,FP,high,"Pointer copy assignment, no char widening."
ARR37-C,lib/curlx/strparse.c,104,FP,high,s walks quoted string; bounded by *s and max.
ARR30-C,lib/curlx/strparse.c,105,FP,high,Loop bounded by *s NUL terminator and ++len>max check; not unbounded.
ARR37-C,lib/curlx/strparse.c,106,FP,high,s[1] reads next byte of escaped-quote pair inside NUL-bounded string.
ARR37-C,lib/curlx/strparse.c,107,FP,high,s++ over escape char inside bounded string scan.
ARR37-C,lib/curlx/strparse.c,111,FP,high,"s++ idiomatic string walk, bounded."
STR34-C,lib/curlx/strparse.c,119,FP,high,"out->str = (*linep)+1 pointer arithmetic, no char widening."
ARR37-C,lib/curlx/strparse.c,119,FP,high,*linep = s+1 advances within NUL-terminated buffer; idiomatic.
PRE00-C,lib/curlx/strparse.c,142,FP,med,valid_digit args are *p (no side effects at call sites); multiple-eval harmless. Advisory.
PRE12-C,lib/curlx/strparse.c,142,FP,med,Macro multiple-eval of x; all call sites pass *p (no side effect). Idiomatic.
DCL15-C,lib/curlx/strparse.c,148,FP,high,curlx_hexasciitable is referenced by curlx_hexval in other TU; needs external linkage.
DCL19-C,lib/curlx/strparse.c,148,FP,high,Shared lookup table needs file/external scope; cannot narrow.
ARR02-C,lib/curlx/strparse.c,148,FP,med,"Initializer-sized const table; explicit bound advisory, indexing guarded by macro."
STR34-C,lib/curlx/strparse.c,168,FP,high,"p = *linep pointer assignment, no char widening."
STR34-C,lib/curlx/strparse.c,168,FP,high,Pointer assignment; no sign extension. Duplicate.
ARR30-C,lib/curlx/strparse.c,169,FP,high,valid_digit guards index x-'0' with x>='0'&&x<=m(<='f'); within 55-elem table.
STR34-C,lib/curlx/strparse.c,174,FP,med,"curlx_hexval(*p) takes char; widening masked by table lookup, value 0-15. Benign."
ARR37-C,lib/curlx/strparse.c,174,FP,high,p++ walks digit string bounded by valid_digit loop condition.
STR34-C,lib/curlx/strparse.c,174,FP,med,hexval arg widening benign; duplicate of same site.
INT32-C,lib/curlx/strparse.c,175,FP,high,max<base branch: num bounded by max(<base<=16); product cannot overflow.
ARR30-C,lib/curlx/strparse.c,178,FP,high,valid_digit guard bounds table index; safe.
STR34-C,lib/curlx/strparse.c,182,FP,med,hexval arg widening benign; value 0-15.
ARR37-C,lib/curlx/strparse.c,182,FP,high,p++ bounded by valid_digit loop condition.
STR34-C,lib/curlx/strparse.c,182,FP,med,Duplicate widening at same site; benign.
INT33-C,lib/curlx/strparse.c,183,FP,high,"base is 8/10/16 (DEBUGASSERTed), never zero. No div-by-zero."
INT32-C,lib/curlx/strparse.c,185,FP,high,Overflow checked BEFORE add via num>((max-n)/base) at line 183. Proper guard.
ARR30-C,lib/curlx/strparse.c,186,FP,high,valid_digit guard bounds index; safe.
DCL30-C,lib/curlx/strparse.c,189,FP,high,"*linep = p points into caller buffer, not local address."
STR34-C,lib/curlx/strparse.c,189,FP,high,"Pointer assignment, no char widening."
DCL13-C,lib/curlx/strparse.c,239,FP,med,str (struct Curl_str*) is read-only here but matches no const convention; could be const but idiomatic non-const.
STR34-C,lib/curlx/strparse.c,241,FP,high,strlen(check) takes char*; no char-to-int widening here.
STR34-C,lib/curlx/strparse.c,241,FP,high,No signed-char widening at strnequal call.
DCL13-C,lib/curlx/strparse.c,247,FP,med,str read-only but non-const idiom; cosmetic.
STR34-C,lib/curlx/strparse.c,250,FP,high,strlen(check); no char widening.
EXP20-C,lib/curlx/strparse.c,251,FP,high,!strncmp boolean idiom for match; idiomatic and correct.
STR34-C,lib/curlx/strparse.c,273,FP,high,"out->str = s pointer assignment, no char widening."
MEM33-C,lib/curlx/strparse.c,281,FP,high,*linep = &s[len] / out->str = s are pointer assignments; no flexible-array struct copy.
STR34-C,lib/curlx/strparse.c,281,FP,high,"Pointer assignment, no char widening."
STR34-C,lib/curlx/strparse.c,281,FP,high,"&s[len] address-of, no char widening."
STR34-C,lib/curlx/strparse.c,281,FP,high,"Pointer arithmetic, no sign extension."
ARR37-C,lib/curlx/strparse.c,281,FP,high,&s[len] computes end pointer of scanned span; bounded by strcspn result.
DCL31-C,src/var.c,43,FP,high,curlx_free is declared via curl alloc-wrapper header; sqc can't resolve macro
DCL31-C,src/var.c,44,FP,high,curlx_free declared in header; macro-wrapper opacity
API05-C,src/var.c,48,FP,high,curl never uses C99 array-param syntax; style advisory
EXP20-C,src/var.c,52,FP,high,idiomatic !strncmp boolean test in list match
DCL30-C,src/var.c,53,FP,high,"returns heap list node pointer, not automatic-storage local"
PRE00-C,src/var.c,60,FP,low,ENDOFFUNC multi-eval but args side-effect-free constants
PRE12-C,src/var.c,60,FP,low,macro multi-eval; called only with side-effect-free args
PRE00-C,src/var.c,61,FP,low,"FUNCMATCH multi-eval; args are constants, no side effects"
PRE01-C,src/var.c,61,FP,low,"len used in strncmp arg and index; constant args, no precedence bug"
PRE12-C,src/var.c,61,FP,low,macro multi-eval; constant-len call sites
API05-C,src/var.c,75,FP,high,style advisory; curl convention
API05-C,src/var.c,77,FP,high,style advisory; curl convention
ARR30-C,src/var.c,86,FP,high,while(*f) bounded by NUL terminator of function string
ARR30-C,src/var.c,94,FP,high,"ptr[len] after strncmp match; within string, macro-opacity"
EXP34-C,src/var.c,99,FP,high,c NULL only when clen==0; guarded by if(clen)
ARR30-C,src/var.c,113,FP,high,macro FUNCMATCH bounded access; opacity
ARR30-C,src/var.c,123,FP,high,macro FUNCMATCH bounded access; opacity
EXP33-C,src/var.c,127,FP,high,enc initialized at declaration from curl_easy_escape
ARR30-C,src/var.c,141,FP,high,macro FUNCMATCH bounded access; opacity
EXP05-C,src/var.c,147,FP,high,char* to uint8_t* cast; no const removed (c is non-const)
EXP33-C,src/var.c,154,FP,high,elen filled by base64_encode; read only after success check
ARR30-C,src/var.c,161,FP,high,macro FUNCMATCH bounded access; opacity
DCL31-C,src/var.c,189,FP,high,curlx_free macro-wrapper; declared in header
DCL31-C,src/var.c,200,FP,high,curlx_free macro-wrapper; declared in header
MEM30-C,src/var.c,200,FP,high,c reassigned to fresh memdup0 after each loop free; not double-free
ARR36-C,src/var.c,216,FP,high,envp and line both point into same string from strstr
ARR00-C,src/var.c,216,FP,high,envp[-1] accessed only when envp>line; index valid
EXP34-C,src/var.c,216,FP,high,envp NULL-checked via short-circuit (envp>line)
ARR36-C,src/var.c,220,FP,high,same-string pointer subtraction envp-line
STR34-C,src/var.c,228,FP,high,"misparse: line=&envp[2] is pointer assignment, no char widening"
STR34-C,src/var.c,228,FP,high,misparse of pointer arithmetic; no sign extension
ENV01-C,src/var.c,231,FP,high,"name[] holds variable name, not getenv result"
EXP33-C,src/var.c,231,FP,high,name[] filled by memcpy before read at line 271
ARR36-C,src/var.c,256,FP,high,same-string pointer subtraction
ARR30-C,src/var.c,268,FP,high,nlen<sizeof(name) enforced at line 253 before name[nlen]
