project,file,line,rule,verdict,reason
pureftpd,src/log_pgsql.c,669,EXP05-C,FP,"bandwidth_ul is a locally const-qualified alias of a heap buffer from pw_pgsql_getquery(); the cast-to-void* here is solely to call free(), not to modify data through the pointer."
pureftpd,src/log_pgsql.c,670,EXP05-C,FP,"bandwidth_dl is a locally const-qualified alias of a heap buffer from pw_pgsql_getquery(); the cast-to-void* here is solely to call free(), not to modify data through the pointer."
pureftpd,src/log_pgsql.c,682,DCL06-C,TP,"The literal 421 (FTP 'service not available' code) appears twice in this file without a symbolic constant, a real repeated magic number."
pureftpd,src/log_pgsql.c,688,ERR07-C,TP,"atoi(port_s) is used with no way to detect a conversion failure or overflow, exactly the pattern the rule targets."
pureftpd,src/log_pgsql.c,688,ERR34-C,TP,atoi() gives no error detection for the port string; strtol with errno/endptr checking would be required to detect malformed input.
pureftpd,src/log_pgsql.c,689,DCL06-C,TP,65535 (max TCP port) is used as a bare literal with no symbolic constant.
pureftpd,src/log_pgsql.c,697,PRE00-C,TP,`#define ZFREE(X) do { free(X); (X) = NULL; } while (0)` evaluates X twice (in free(X) and in (X)=NULL); a genuine multiple-evaluation hazard if X ever has side effects.
pureftpd,src/log_pgsql.c,697,PRE12-C,TP,Same ZFREE macro evaluates its parameter X twice; an inline function would avoid the multiple-evaluation risk.
pureftpd,src/log_pgsql.h,2,DCL37-C,TP,"__LOG_PGSQL_H__ begins with a double underscore, which is reserved for the implementation per C's reserved-identifier rules."
pureftpd,src/log_pgsql.h,4,MSC41-C,FP,"PASSWD_SQL_ARGON2 (""argon2"") is a config-selectable crypto-scheme keyword name used to pick which hashing scheme to compare against, not an embedded secret/credential."
pureftpd,src/log_pgsql.h,5,MSC41-C,FP,"PASSWD_SQL_SCRYPT (""scrypt"") is a config-selectable crypto-scheme keyword name, not an embedded secret."
pureftpd,src/log_pgsql.h,6,MSC41-C,FP,"PASSWD_SQL_CRYPT (""crypt"") is a config-selectable crypto-scheme keyword name, not an embedded secret."
pureftpd,src/log_pgsql.h,7,MSC41-C,FP,"PASSWD_SQL_CLEARTEXT (""cleartext"") is a config-selectable crypto-scheme keyword name, not an embedded secret."
pureftpd,src/log_pgsql.h,8,MSC41-C,FP,"PASSWD_SQL_PGSQL (""password"") is the config keyword literally naming the plaintext-password scheme option, not an embedded credential; the rule pattern-matched on the word 'password'."
pureftpd,src/log_pgsql.h,9,MSC41-C,FP,"PASSWD_SQL_ANY (""any"") is a config-selectable crypto-scheme keyword name, not sensitive data."
pureftpd,src/log_pgsql.h,19,INT01-C,FP,"`const char *account` is a username string parameter, not a size; the naming heuristic misfired on the parameter."
pureftpd,src/log_pgsql_p.h,2,DCL37-C,TP,"__LOG_PGSQL_P_H__ begins with a double underscore, which is reserved for the implementation."
pureftpd,src/log_pgsql_p.h,33,CON03-C,FP,"pure-ftpd is a fork-per-connection daemon; a repo-wide grep finds no pthread_create/thread usage anywhere, so this static config-keyword table is never shared across threads and the synchronization concern doesn't apply."
pureftpd,src/log_pgsql_p.h,33,ARR02-C,TP,"pgsql_config_keywords[] relies on its initializer to set the array's size rather than specifying it explicitly, exactly the pattern ARR02-C recommends against, even though it is used safely here."
